区,町,番地,燃えるゴミ,燃えないゴミボンベ・スプレー,,容器包装プラスチック,,缶・びん・ペットボトル,,備考,
,,丁番地,毎週,第何週,曜日,第何週,曜日,第何週,曜日,更新日など,
灘区,上河原通,2丁目,月木,24,金,毎週,水,毎週,水,,か
灘区,上河原通,3丁目,月木,24,金,毎週,水,毎週,水,,か
灘区,上河原通,4丁目,月木,24,金,毎週,水,毎週,水,,か
灘区,神ノ木通,1丁目,月木,24,金,毎週,水,毎週,水,,か
灘区,神ノ木通,2丁目,月木,24,金,毎週,水,毎週,水,,か
灘区,神ノ木通,3丁目,月木,24,金,毎週,水,毎週,水,,か
灘区,神ノ木通,4丁目,月木,24,金,毎週,水,毎週,水,,か
灘区,神前町,1丁目,月木,24,金,毎週,水,毎週,水,,か
灘区,神前町,2丁目,月木,24,金,毎週,水,毎週,水,,か
灘区,神前町,3丁目,月木,24,金,毎週,水,毎週,水,,か
灘区,神前町,4丁目,月木,24,金,毎週,水,毎週,水,,か
灘区,岸地通,1丁目,火金,13,木,毎週,水,毎週,水,,か
灘区,岸地通,2丁目,火金,13,木,毎週,水,毎週,水,,か
灘区,岸地通,3丁目,火金,13,木,毎週,水,毎週,水,,か
灘区,岸地通,4丁目,火金,13,木,毎週,水,毎週,水,,か
灘区,岸地通,5丁目,火金,13,木,毎週,水,毎週,水,,か
灘区,記田町,1丁目,月木,13,火,毎週,水,毎週,水,,か
灘区,記田町,2丁目,月木,13,火,毎週,水,毎週,水,,か
灘区,記田町,3丁目,月木,13,火,毎週,水,毎週,水,,か
灘区,記田町,4丁目,月木,13,火,毎週,水,毎週,水,,か
灘区,記田町,5丁目,月木,13,火,毎週,水,毎週,水,,か
灘区,楠丘町,1丁目,月木,13,火,毎週,水,毎週,水,,か
灘区,楠丘町,2丁目,月木,13,火,毎週,水,毎週,水,,か
灘区,楠丘町,3丁目,月木,13,火,毎週,水,毎週,水,,か
灘区,楠丘町,4丁目,月木,13,火,毎週,水,毎週,水,,か
灘区,楠丘町,5丁目,月木,13,火,毎週,水,毎週,水,,か
灘区,楠丘町,6丁目,月木,13,火,毎週,水,毎週,水,,か
灘区,国玉通,1丁目,火金,24,月,毎週,木,毎週,水,,か
灘区,国玉通,2丁目,火金,24,月,毎週,木,毎週,水,,か
灘区,国玉通,3丁目,火金,24,月,毎週,木,毎週,水,,か
灘区,国玉通,4丁目,火金,24,月,毎週,木,毎週,水,,か
灘区,倉石通,1丁目,火金,13,月,毎週,水,毎週,水,,か
灘区,倉石通,2丁目,火金,13,月,毎週,水,毎週,水,,か
灘区,倉石通,3丁目,火金,13,月,毎週,水,毎週,水,,か
灘区,倉石通,4丁目,火金,13,月,毎週,水,毎週,水,,か
灘区,倉石通,5丁目,火金,13,月,毎週,水,毎週,水,,か
灘区,倉石通,6丁目,火金,13,月,毎週,水,毎週,水,,か
灘区,高徳町,1丁目,月木,13,火,毎週,水,毎週,水,,か
灘区,高徳町,2丁目,月木,13,火,毎週,水,毎週,水,,か
灘区,高徳町,3丁目,月木,13,火,毎週,水,毎週,水,,か
灘区,高徳町,4丁目,月木,13,火,毎週,水,毎週,水,,か
灘区,高徳町,5丁目,月木,13,火,毎週,水,毎週,水,,か
灘区,高徳町,6丁目,月木,13,火,毎週,水,毎週,水,,か
灘区,五毛通,1丁目,火金,24,月,毎週,木,毎週,水,注意！敷地内にコンテナ等を設置している集合住宅は収集日が異なる場合があります。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局灘事業所（電話：871-1081）へお問合せください。,か
灘区,五毛通,2丁目,火金,24,月,毎週,木,毎週,水,注意！敷地内にコンテナ等を設置している集合住宅は収集日が異なる場合があります。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局灘事業所（電話：871-1081）へお問合せください。,か
灘区,五毛通,3丁目,火金,24,月,毎週,木,毎週,水,注意！敷地内にコンテナ等を設置している集合住宅は収集日が異なる場合があります。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局灘事業所（電話：871-1081）へお問合せください。,か
灘区,五毛通,4丁目,火金,24,月,毎週,木,毎週,水,注意！敷地内にコンテナ等を設置している集合住宅は収集日が異なる場合があります。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局灘事業所（電話：871-1081）へお問合せください。,か
灘区,桜ケ丘町,,月木,13,火,毎週,金,毎週,水,,さ
灘区,桜口町,1丁目,月木,13,金,毎週,水,毎週,水,,さ
灘区,桜口町,2丁目,月木,13,金,毎週,水,毎週,水,,さ
灘区,桜口町,3丁目,月木,13,金,毎週,水,毎週,水,,さ
灘区,桜口町,4丁目,月木,13,金,毎週,水,毎週,水,,さ
灘区,桜口町,5丁目,月木,13,金,毎週,水,毎週,水,,さ
灘区,鹿ノ下通,1丁目,月木,13,金,毎週,火,毎週,水,,さ
灘区,鹿ノ下通,2丁目,月木,13,金,毎週,火,毎週,水,,さ
灘区,鹿ノ下通,3丁目,月木,13,金,毎週,火,毎週,水,,さ
灘区,篠原,字小屋場山,月木,24,火,毎週,金,毎週,水,,さ
灘区,篠原伯母野山町,1丁目,月木,24,火,毎週,金,毎週,水,,さ
灘区,篠原伯母野山町,2丁目,月木,24,火,毎週,金,毎週,水,,さ
灘区,篠原伯母野山町,3丁目,月木,24,火,毎週,金,毎週,水,,さ
灘区,篠原北町,1丁目,月木,24,火,毎週,金,毎週,水,,さ
灘区,篠原北町,2丁目,月木,24,火,毎週,金,毎週,水,,さ
灘区,篠原北町,3丁目,月木,24,火,毎週,金,毎週,水,,さ
灘区,篠原北町,4丁目,月木,24,火,毎週,金,毎週,水,,さ
灘区,篠原中町,1丁目,火金,13,月,毎週,木,毎週,水,,さ
灘区,篠原中町,2丁目,火金,13,月,毎週,木,毎週,水,,さ
灘区,篠原中町,3丁目,火金,13,月,毎週,木,毎週,水,,さ
灘区,篠原中町,4丁目,火金,13,月,毎週,木,毎週,水,,さ
灘区,篠原中町,5丁目,火金,13,月,毎週,木,毎週,水,,さ
灘区,篠原中町,6丁目,火金,13,月,毎週,木,毎週,水,,さ
灘区,篠原本町,1丁目,火金,13,月,毎週,木,毎週,水,,さ
灘区,篠原本町,2丁目,火金,13,月,毎週,木,毎週,水,,さ
灘区,篠原本町,3丁目,火金,13,月,毎週,木,毎週,水,,さ
灘区,篠原本町,4丁目,火金,13,月,毎週,木,毎週,水,,さ
灘区,篠原本町,5丁目,火金,13,月,毎週,木,毎週,水,,さ
灘区,篠原南町,1丁目,火金,13,月,毎週,水,毎週,水,,さ
灘区,篠原南町,2丁目,火金,13,月,毎週,水,毎週,水,,さ
灘区,篠原南町,3丁目,火金,13,月,毎週,水,毎週,水,,さ
灘区,篠原南町,4丁目,火金,13,月,毎週,水,毎週,水,,さ
灘区,篠原南町,5丁目,火金,13,月,毎週,水,毎週,水,,さ
灘区,篠原南町,6丁目,火金,13,月,毎週,水,毎週,水,,さ
灘区,篠原南町,7丁目,火金,13,月,毎週,水,毎週,水,注意！敷地内にコンテナ等を設置している集合住宅は収集日が異なる場合があります。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局灘事業所（電話：871-1081）へお問合せください。,さ
灘区,篠原台,,月木,24,火,毎週,金,毎週,水,,さ
灘区,下河原通,1丁目,月木,13,金,毎週,水,毎週,水,,さ
灘区,下河原通,2丁目,月木,13,金,毎週,水,毎週,水,,さ
灘区,下河原通,3丁目,月木,13,金,毎週,水,毎週,水,,さ
灘区,下河原通,4丁目,月木,13,金,毎週,水,毎週,水,,さ
灘区,下河原通,5丁目,月木,13,金,毎週,水,毎週,水,,さ
灘区,将軍通,1丁目,月木,24,金,毎週,水,毎週,水,,さ
灘区,将軍通,2丁目,月木,24,金,毎週,水,毎週,水,,さ
灘区,将軍通,3丁目,月木,24,金,毎週,水,毎週,水,,さ
灘区,将軍通,4丁目,月木,24,金,毎週,水,毎週,水,,さ
灘区,城内通,1丁目,火金,13,木,毎週,水,毎週,水,,さ
灘区,城内通,2丁目,火金,13,木,毎週,水,毎週,水,,さ
灘区,城内通,3丁目,火金,13,木,毎週,水,毎週,水,,さ
灘区,城内通,4丁目,火金,13,木,毎週,水,毎週,水,,さ
灘区,城内通,5丁目,火金,13,木,毎週,水,毎週,水,,さ
灘区,城の下通,1丁目,火金,24,月,毎週,木,毎週,水,,さ
灘区,城の下通,2丁目,火金,24,月,毎週,木,毎週,水,,さ
灘区,城の下通,3丁目,火金,24,月,毎週,木,毎週,水,,さ
灘区,新在家北町,1丁目,月木,13,金,毎週,火,毎週,水,,さ
灘区,新在家北町,2丁目,月木,13,金,毎週,火,毎週,水,,さ
灘区,新在家南町,1丁目,月木,13,金,毎週,火,毎週,水,,さ
灘区,新在家南町,2丁目,月木,13,金,毎週,火,毎週,水,,さ
灘区,新在家南町,3丁目,月木,13,金,毎週,火,毎週,水,,さ
灘区,新在家南町,4丁目,月木,13,金,毎週,火,毎週,水,,さ
灘区,新在家南町,5丁目,月木,13,金,毎週,火,毎週,水,,さ
灘区,水車新田,,月木,24,火,毎週,金,毎週,水,,さ
灘区,水道筋,1丁目,火金,13,月,毎週,水,毎週,水,,さ
灘区,水道筋,2丁目,火金,13,月,毎週,水,毎週,水,,さ
灘区,水道筋,3丁目,火金,13,月,毎週,水,毎週,水,,さ
灘区,水道筋,4丁目,火金,13,月,毎週,水,毎週,水,,さ
灘区,水道筋,5丁目,火金,13,月,毎週,水,毎週,水,,さ
灘区,水道筋,6丁目,火金,13,月,毎週,水,毎週,水,,さ
灘区,千旦通,1丁目,月木,24,金,毎週,水,毎週,水,,さ
灘区,千旦通,2丁目,月木,24,金,毎週,水,毎週,水,,さ
灘区,千旦通,3丁目,月木,24,金,毎週,水,毎週,水,,さ
灘区,千旦通,4丁目,月木,24,金,毎週,水,毎週,水,,さ
灘区,曾和町,1丁目,月木,13,火,毎週,金,毎週,水,,さ
灘区,曾和町,2丁目,月木,13,火,毎週,金,毎週,水,,さ
灘区,曾和町,3丁目,月木,13,火,毎週,金,毎週,水,,さ
灘区,高尾通,1丁目,火金,24,月,毎週,木,毎週,水,,た
灘区,高尾通,2丁目,火金,24,月,毎週,木,毎週,水,,た
灘区,高尾通,3丁目,火金,24,月,毎週,木,毎週,水,,た
灘区,高尾通,4丁目,火金,24,月,毎週,木,毎週,水,,た
灘区,高羽,字滝ノ奥,月木,13,火,毎週,金,毎週,水,,た
灘区,高羽町,1丁目,月木,24,金,毎週,水,毎週,水,,た
灘区,高羽町,2丁目,月木,24,金,毎週,水,毎週,水,,た
灘区,高羽町,3丁目,月木,24,金,毎週,水,毎週,水,,た
灘区,高羽町,4丁目,月木,24,金,毎週,水,毎週,水,,た
灘区,高羽町,5丁目,月木,24,金,毎週,水,毎週,水,,た
灘区,土山町,,月木,13,火,毎週,金,毎週,水,,た
灘区,鶴甲,1丁目,月木,24,火,毎週,金,毎週,水,,た
灘区,鶴甲,2丁目,月木,24,火,毎週,金,毎週,水,,た
灘区,鶴甲,3丁目,月木,24,火,毎週,金,毎週,水,,た
灘区,鶴甲,4丁目,月木,24,火,毎週,金,毎週,水,,た
灘区,鶴甲,5丁目,月木,24,火,毎週,金,毎週,水,,た
灘区,寺口町,,月木,13,火,毎週,金,毎週,水,,た
灘区,徳井町,1丁目,月木,13,火,毎週,水,毎週,水,,た
灘区,徳井町,2丁目,月木,13,火,毎週,水,毎週,水,,た
灘区,徳井町,3丁目,月木,13,火,毎週,水,毎週,水,,た
灘区,徳井町,4丁目,月木,13,火,毎週,水,毎週,水,,た
灘区,徳井町,5丁目,月木,13,火,毎週,水,毎週,水,,た
灘区,友田町,1丁目,月木,13,金,毎週,火,毎週,水,,た
灘区,友田町,2丁目,月木,13,金,毎週,火,毎週,水,,た
灘区,友田町,3丁目,月木,13,金,毎週,火,毎週,水,,た
灘区,友田町,4丁目,月木,13,金,毎週,火,毎週,水,,た
灘区,友田町,5丁目,月木,13,金,毎週,火,毎週,水,,た
灘区,中郷町,1丁目,月木,13,火,毎週,水,毎週,水,,な
灘区,中郷町,2丁目,月木,13,火,毎週,水,毎週,水,,な
灘区,中郷町,3丁目,月木,13,火,毎週,水,毎週,水,,な
灘区,中郷町,4丁目,月木,13,火,毎週,水,毎週,水,,な
灘区,中原通,1丁目,火金,13,月,毎週,水,毎週,水,,な
灘区,中原通,2丁目,火金,13,月,毎週,水,毎週,水,,な
灘区,中原通,3丁目,火金,13,月,毎週,水,毎週,水,,な
灘区,中原通,4丁目,火金,13,月,毎週,水,毎週,水,,な
灘区,中原通,5丁目,火金,13,月,毎週,水,毎週,水,,な
灘区,中原通,6丁目,火金,13,月,毎週,水,毎週,水,,な
灘区,中原通,7丁目,火金,13,月,毎週,水,毎週,水,,な
灘区,永手町,1丁目,月木,24,金,毎週,水,毎週,水,,な
灘区,永手町,2丁目,月木,24,金,毎週,水,毎週,水,,な
灘区,永手町,3丁目,月木,24,金,毎週,水,毎週,水,,な
灘区,永手町,4丁目,月木,24,金,毎週,水,毎週,水,,な
灘区,永手町,5丁目,月木,24,金,毎週,水,毎週,水,,な
灘区,長峰台,1丁目,火金,24,月,毎週,木,毎週,水,,な
灘区,長峰台,2丁目,火金,24,月,毎週,木,毎週,水,,な
灘区,灘北通,1丁目,火金,13,木,毎週,水,毎週,水,,な
灘区,灘北通,2丁目,火金,13,木,毎週,水,毎週,水,,な
灘区,灘北通,3丁目,火金,13,木,毎週,水,毎週,水,,な
灘区,灘北通,4丁目,火金,13,木,毎週,水,毎週,水,,な
灘区,灘北通,5丁目,火金,13,木,毎週,水,毎週,水,,な
灘区,灘北通,6丁目,火金,13,木,毎週,水,毎週,水,,な
灘区,灘北通,7丁目,火金,13,木,毎週,水,毎週,水,,な
灘区,灘北通,8丁目,火金,13,木,毎週,水,毎週,水,,な
灘区,灘北通,9丁目,火金,13,木,毎週,水,毎週,水,,な
灘区,灘北通,10丁目,火金,13,木,毎週,水,毎週,水,,な
灘区,灘南通,1丁目,火金,13,木,毎週,月,毎週,水,,な
灘区,灘南通,2丁目,火金,13,木,毎週,月,毎週,水,,な
