0

HTTP/1.1 200 OK
Server: nginx
Date: Thu, 08 Jun 2017 08:42:46 GMT
Content-Type: application/octet-stream
Transfer-Encoding: chunked
Connection: keep-alive
Pragma: no-cache
Cache-Control: no-cache
Accept-Ranges: bytes
Last-Modified: Thu, 01 Jun 2017 05:15:53 GMT
Content-Range: bytes 0-1065009/1065010
ETag: "1496294153.22-1065010"

1f0f
﻿第三階層,年,月,レコード数,日付,ページ パス レベル 3,ページビュー数,ページ別訪問数,年月
dataset-00000105,2017年,04月,1,2017/04/18,/dataset-00000105/,1,1,201704
dataset-00000109,2017年,04月,1,2017/04/18,/dataset-00000109,2,2,201704
dataset-00000131,2017年,04月,1,2017/04/18,/dataset-00000131,4,1,201704
dataset-00000131,2017年,04月,1,2017/04/18,/dataset-00000131/,1,1,201704
dataset-00000132,2017年,04月,1,2017/04/18,/dataset-00000132,1,1,201704
dataset-00000132,2017年,04月,1,2017/04/18,/dataset-00000132/,1,1,201704
dataset-00000135,2017年,04月,1,2017/04/18,/dataset-00000135,3,1,201704
dataset-00000135,2017年,04月,1,2017/04/18,/dataset-00000135/,4,1,201704
dataset-00000141,2017年,04月,1,2017/04/18,/dataset-00000141,1,1,201704
dataset-00000141,2017年,04月,1,2017/04/18,/dataset-00000141/,3,2,201704
dataset-00000144,2017年,04月,1,2017/04/18,/dataset-00000144,2,1,201704
dataset-00000144,2017年,04月,1,2017/04/18,/dataset-00000144/,3,2,201704
dataset-00000145,2017年,04月,1,2017/04/18,/dataset-00000145,2,1,201704
dataset-00000145,2017年,04月,1,2017/04/18,/dataset-00000145/,2,1,201704
ea98c354-262b-4cff-a061-477b74f43bcc?organization=org_0070,2017年,04月,1,2017/04/18,/ea98c354-262b-4cff-a061-477b74f43bcc?organization=org_0070,1,1,201704
ea98c354-262b-4cff-a061-477b74f43bcc?tags=統計,2017年,04月,1,2017/04/18,/ea98c354-262b-4cff-a061-477b74f43bcc?tags=統計,2,1,201704
gJ1IYyOJAuylh19l,2017年,04月,1,2017/04/18,/gJ1IYyOJAuylh19l,1,1,201704
gr_0010,2017年,04月,1,2017/04/18,/gr_0010,8,5,201704
gr_0020,2017年,04月,1,2017/04/18,/gr_0020,5,3,201704
gr_0030,2017年,04月,1,2017/04/18,/gr_0030,3,3,201704
gr_0040,2017年,04月,1,2017/04/18,/gr_0040,9,4,201704
gr_0040?page=2,2017年,04月,1,2017/04/18,/gr_0040?page=2,1,1,201704
gr_0050,2017年,04月,1,2017/04/18,/gr_0050,3,2,201704
gr_0060,2017年,04月,1,2017/04/18,/gr_0060,6,2,201704
gr_0080,2017年,04月,1,2017/04/18,/gr_0080,1,1,201704
groups,2017年,04月,1,2017/04/18,/groups/,2,1,201704
http-www-city-kobe-lg-jp-ward-kuyakusho-higashinada-oshirase-kouhoushi,2017年,04月,1,2017/04/18,/http-www-city-kobe-lg-jp-ward-kuyakusho-higashinada-oshirase-kouhoushi/,1,1,201704
org_0170,2017年,04月,1,2017/04/18,/org_0170,1,1,201704
qKjPteJ7AM9QO0U1,2017年,04月,1,2017/04/18,/qKjPteJ7AM9QO0U1,2,1,201704
resource,2017年,04月,1,2017/04/18,/resource/,2,2,201704
2101c5ea-0a32-4d20-974d-923e0c9e9fe9?tags=統計,2017年,04月,1,2017/04/19,/2101c5ea-0a32-4d20-974d-923e0c9e9fe9?tags=統計,1,1,201704
28,2017年,04月,1,2017/04/19,/28,7,5,201704
28,2017年,04月,1,2017/04/19,/28/,4,4,201704
about,2017年,04月,1,2017/04/19,/about/,1,1,201704
activity,2017年,04月,1,2017/04/19,/activity/,2,1,20
1000
1704
api,2017年,04月,1,2017/04/19,/api/,4,1,201704
b18a8508-9e22-4355-9d36-d8c4d94b7df9?organization=org_0040,2017年,04月,1,2017/04/19,/b18a8508-9e22-4355-9d36-d8c4d94b7df9?organization=org_0040,2,1,201704
b18a8508-9e22-4355-9d36-d8c4d94b7df9?organization=org_0050,2017年,04月,1,2017/04/19,/b18a8508-9e22-4355-9d36-d8c4d94b7df9?organization=org_0050,2,1,201704
"b18a8508-9e22-4355-9d36-d8c4d94b7df9?q=補助金&organization=org_0050&sort=score+desc,+metadata_modified+desc",2017年,04月,1,2017/04/19,"/b18a8508-9e22-4355-9d36-d8c4d94b7df9?q=補助金&organization=org_0050&sort=score+desc,+metadata_modified+desc",2,1,201704
c2ed703e-ebd0-447e-9b14-cd6aac1ecf8b?res_format=CSV,2017年,04月,1,2017/04/19,/c2ed703e-ebd0-447e-9b14-cd6aac1ecf8b?res_format=CSV,2,1,201704
dataadmin,2017年,04月,1,2017/04/19,/dataadmin/,5,2,201704
dataset-00000001,2017年,04月,1,2017/04/19,/dataset-00000001,4,4,201704
dataset-00000002,2017年,04月,1,2017/04/19,/dataset-00000002,4,4,201704
dataset-00000003,2017年,04月,1,2017/04/19,/dataset-00000003,3,3,201704
dataset-00000004,2017年,04月,1,2017/04/19,/dataset-00000004,3,3,201704
dataset-00000005,2017年,04月,1,2017/04/19,/dataset-00000005,5,4,201704
dataset-00000005,2017年,04月,1,2017/04/19,/dataset-00000005/,4,2,201704
dataset-00000006,2017年,04月,1,2017/04/19,/dataset-00000006,4,4,201704
dataset-00000007,2017年,04月,1,2017/04/19,/dataset-00000007,3,3,201704
dataset-00000007,2017年,04月,1,2017/04/19,/dataset-00000007/,2,2,201704
dataset-00000008,2017年,04月,1,2017/04/19,/dataset-00000008,3,3,201704
dataset-00000009,2017年,04月,1,2017/04/19,/dataset-00000009,3,3,201704
dataset-00000010,2017年,04月,1,2017/04/19,/dataset-00000010,3,3,201704
dataset-00000011,2017年,04月,1,2017/04/19,/dataset-00000011,3,3,201704
dataset-00000012,2017年,04月,1,2017/04/19,/dataset-00000012,3,3,201704
dataset-00000013,2017年,04月,1,2017/04/19,/dataset-00000013,3,3,201704
dataset-00000014,2017年,04月,1,2017/04/19,/dataset-00000014,3,3,201704
dataset-00000015,2017年,04月,1,2017/04/19,/dataset-00000015,3,3,201704
dataset-00000016,2017年,04月,1,2017/04/19,/dataset-00000016,3,3,201704
dataset-00000017,2017年,04月,1,2017/04/19,/dataset-00000017,3,3,201704
dataset-00000018,2017年,04月,1,2017/04/19,/dataset-00000018,3,3,201704
dataset-00000019,2017年,04月,1,2017/04/19,/dataset-00000019,3,3,201704
dataset-00000021,2017年,04月,1,2017/04/19,/dataset-00000021,4,4,201704
dataset-00000021,2017年,04月,1,2017/04/19,/dataset-00000021/,2,2,201704
dataset-00000022,2017年,04月,1,2017/04/19,/dataset-00000022,3,3,201704
dataset-00000023,2017年,04月,1,2017/04/19,/dataset-00000023,3,3,201704
dataset-00000024,2017年,04月,1,2017/04/19,/dataset-00000024,3,3,201704
dataset-00000025,2017年,04月,1,2017/04/19,/dataset-00000025,3,3,201704
dataset-00000026,2017年,04月,1,2017/04/19,/dataset-00000026,3,3,201704
dataset-00000027,2017年,04月,1,2017/04/19,/dataset-00000027,3,3,201704
dataset-00000028,2017年,04月,1,2017/04/19,/dataset-00000028,3,3,201704
dataset-00000029,2017年,04月,1,2017/04/19,/dataset-00000029,3,3,201704
dataset-00000030,2017年,04月,1,2017/04/19,/dataset-00000030,3,3,201704
dataset-00000031,2017年,04月,1,2017/04/19,/dataset-00000031,3,3,201704
dataset-00000032,2017年,04月,1,2017/04/19,/dataset-00000032,3,3,201704
dataset-00000033,2017年,04月,1,2017/04/19,/dataset-00000033,3,3,201704
dataset-00000034,2017年,04月,1,2017/04/19,/dataset-00000034,3,3,201704
dataset-00000035,2017年,04月,1,2017/04/19,/dataset-00000035,3,3,201704
dataset-00000036,2017年,04月,1,2017/04/19,/dataset-00000036,3,3,201704
dataset-00000037,2017年,04月,1,2017/04/19,/dataset-00000037,3,3,201704
dataset-00000038,2017年,04月,1,2017/04/19,/dataset-00000038,3,3,201704
dataset-00000039,2017年,04月,1,2017/04/19,/dataset-00000039,3,3,201704
dataset-00000040,2017年,04月,1,2017/04/19,/dataset-00000040,3,3,201704
dataset-00000041,2017年,04月,1,2017/04/19,/dataset-00000041,3,3,201704
dataset-00000042,2017年,04月,1,2017/04/19,/dataset-00000042,3,3,201
2000
704
dataset-00000043,2017年,04月,1,2017/04/19,/dataset-00000043,3,3,201704
dataset-00000044,2017年,04月,1,2017/04/19,/dataset-00000044,3,3,201704
dataset-00000045,2017年,04月,1,2017/04/19,/dataset-00000045,3,3,201704
dataset-00000046,2017年,04月,1,2017/04/19,/dataset-00000046,3,3,201704
dataset-00000047,2017年,04月,1,2017/04/19,/dataset-00000047,3,3,201704
dataset-00000048,2017年,04月,1,2017/04/19,/dataset-00000048,3,3,201704
dataset-00000049,2017年,04月,1,2017/04/19,/dataset-00000049,3,3,201704
dataset-00000050,2017年,04月,1,2017/04/19,/dataset-00000050,3,3,201704
dataset-00000051,2017年,04月,1,2017/04/19,/dataset-00000051,3,3,201704
dataset-00000052,2017年,04月,1,2017/04/19,/dataset-00000052,3,3,201704
dataset-00000054,2017年,04月,1,2017/04/19,/dataset-00000054,5,4,201704
dataset-00000054,2017年,04月,1,2017/04/19,/dataset-00000054/,2,2,201704
dataset-00000056,2017年,04月,1,2017/04/19,/dataset-00000056,3,3,201704
dataset-00000057,2017年,04月,1,2017/04/19,/dataset-00000057,3,3,201704
dataset-00000058,2017年,04月,1,2017/04/19,/dataset-00000058,5,5,201704
dataset-00000059,2017年,04月,1,2017/04/19,/dataset-00000059,3,3,201704
dataset-00000060,2017年,04月,1,2017/04/19,/dataset-00000060,5,5,201704
dataset-00000061,2017年,04月,1,2017/04/19,/dataset-00000061,5,5,201704
dataset-00000062,2017年,04月,1,2017/04/19,/dataset-00000062,5,5,201704
dataset-00000063,2017年,04月,1,2017/04/19,/dataset-00000063,5,5,201704
dataset-00000064,2017年,04月,1,2017/04/19,/dataset-00000064,5,5,201704
dataset-00000065,2017年,04月,1,2017/04/19,/dataset-00000065,5,5,201704
dataset-00000066,2017年,04月,1,2017/04/19,/dataset-00000066,3,3,201704
dataset-00000067,2017年,04月,1,2017/04/19,/dataset-00000067,3,3,201704
dataset-00000068,2017年,04月,1,2017/04/19,/dataset-00000068,3,3,201704
dataset-00000069,2017年,04月,1,2017/04/19,/dataset-00000069,3,3,201704
dataset-00000070,2017年,04月,1,2017/04/19,/dataset-00000070,3,3,201704
dataset-00000071,2017年,04月,1,2017/04/19,/dataset-00000071,3,3,201704
dataset-00000072,2017年,04月,1,2017/04/19,/dataset-00000072,3,3,201704
dataset-00000073,2017年,04月,1,2017/04/19,/dataset-00000073,3,3,201704
dataset-00000074,2017年,04月,1,2017/04/19,/dataset-00000074,4,4,201704
dataset-00000075,2017年,04月,1,2017/04/19,/dataset-00000075,3,3,201704
dataset-00000076,2017年,04月,1,2017/04/19,/dataset-00000076,5,5,201704
dataset-00000077,2017年,04月,1,2017/04/19,/dataset-00000077,5,5,201704
dataset-00000078,2017年,04月,1,2017/04/19,/dataset-00000078,5,5,201704
dataset-00000079,2017年,04月,1,2017/04/19,/dataset-00000079,5,5,201704
dataset-00000080,2017年,04月,1,2017/04/19,/dataset-00000080,3,3,201704
dataset-00000081,2017年,04月,1,2017/04/19,/dataset-00000081,5,5,201704
dataset-00000082,2017年,04月,1,2017/04/19,/dataset-00000082,5,5,201704
dataset-00000083,2017年,04月,1,2017/04/19,/dataset-00000083,5,5,201704
dataset-00000084,2017年,04月,1,2017/04/19,/dataset-00000084,5,5,201704
dataset-00000085,2017年,04月,1,2017/04/19,/dataset-00000085,5,5,201704
dataset-00000086,2017年,04月,1,2017/04/19,/dataset-00000086,5,5,201704
dataset-00000087,2017年,04月,1,2017/04/19,/dataset-00000087,5,5,201704
dataset-00000088,2017年,04月,1,2017/04/19,/dataset-00000088,5,5,201704
dataset-00000089,2017年,04月,1,2017/04/19,/dataset-00000089,5,5,201704
dataset-00000090,2017年,04月,1,2017/04/19,/dataset-00000090,5,5,201704
dataset-00000091,2017年,04月,1,2017/04/19,/dataset-00000091,5,5,201704
dataset-00000092,2017年,04月,1,2017/04/19,/dataset-00000092,3,3,201704
dataset-00000093,2017年,04月,1,2017/04/19,/dataset-00000093,5,5,201704
dataset-00000094,2017年,04月,1,2017/04/19,/dataset-00000094,6,6,201704
dataset-00000095,2017年,04月,1,2017/04/19,/dataset-00000095,5,5,201704
dataset-00000096,2017年,04月,1,2017/04/19,/dataset-00000096,5,5,201704
dataset-00000097,2017年,04月,1,2017/04/19,/dataset-00000097,5,5,201704
dataset-00000098,2017年,04月,1,2017/04/19,/dataset-00000098,5,5,201704
dataset-00000099,2017年,04月,1,2017/04/19,/dataset-00000099,5,5,201704
dataset-00000100,2017年,04月,1,2017/04/19,/dataset-00000100,5,5,201704
dataset-00000101,2017年,04月,1,2017/04/19,/dataset-00000101,5,5,201704
dataset-00000102,2017年,04月,1,2017/04/19,/dataset-00000102,5,5,201704
dataset-00000103,2017年,04月,1,2017/04/19,/dataset-00000103,5,5,201704
dataset-00000104,2017年,04月,1,2017/04/19,/dataset-00000104,5,5,201704
dataset-00000105,2017年,04月,1,2017/04/19,/dataset-00000105,5,4,201704
dataset-00000105,2017年,04月,1,2017/04/19,/dataset-00000105/,1,1,201704
dataset-00000106,2017年,04月,1,2017/04/19,/dataset-00000106,5,5,201704
dataset-00000107,2017年,04月,1,2017/04/19,/dataset-00000107,3,3,201704
dataset-00000108,2017年,04月,1,2017/04/19,/dataset-00000108,6,4,201704
dataset-00000108,2017年,04月,1,2017/04/19,/dataset-00000108/,3,3,201704
dataset-00000109,2017年,04月,1,2017/04/19,/dataset-00000109,4,4,201704
dataset-00000110,2017年,04月,1,2017/04/19,/dataset-00000110,3,3,201704
dataset-00000111,2017年,04月,1,2017/04/19,/dataset-00000111,3,3,201704
dataset-00000112,2017年,04月,1,2017/04/19,/dataset-00000112,3,3,201704
dataset-00000113,2017年,04月,1,2017/04/19,/dataset-00000113,3,3,201704
dataset-00000114,2017年,04月,1,2017/04/19,/dataset-00000114,5,4,201704
dataset-00000114,2017年,04月,1,2017/04/19,/dataset-00000114/,2,1,201704
dataset-00000115,2017年,04月,1,2017/04/19,/dataset-00000115,3,3,201704
dataset-00000116,2017年,04月,1,2017/04/19,/dataset-00000116,3,3,201704
dataset-00000117,2017年,04月,1,2017/04/19,/dataset-00000117,3,3,201704
dataset-00000118,2017年,04月,1,2017/04/19,/dataset-00000118,3,3,201704
dataset-00000119,2017年,04月,1,2017/04/19,/dataset-00000119,3,3,201704
dataset-00000120,2017年,04月,1,2017/04/19,/dataset-00000120,3,3,201704
dataset-00000121,2017年,04月,1,2017/04/19,/dataset-00000121,3,3,201704
dataset-00000122,2017年,04月,1,2017/04/19,/dataset-00000122,3,3,201704
dataset-00000123,2017年,04月,1,2017/04/19,/dataset-00000123,3,3,201704
dataset-00000124,2017年,04月,1,2017/04/19,/dataset-00000124,3,3,201704
dataset-00000125,2017年,04月,1,2017/04/19,/dataset-00000125,3,3,201704
dataset-00000126,2017年,04月,1,2017/04/19,/dataset-00000126,3,3,201704
dataset-00000127,2017年,04月,1,2017/04/19,/dataset-00000127,3,3,201704
dataset-00000128,2017年,04月,1,2017/04/19,/dataset-00000128,3,3,201704
dataset-00000129,2017年,04月,1,2017/04/19,/dataset-00000129,4,4,201704
dataset-00000130,2017年,04月,1,2017/04/19,/dataset-00000130,4,4,201704
dataset-00000131,2017年,04月,1,2017/04/19,/dataset-00000131,4,4,201704
dataset-00000132,2017年,04月,1,2017/04/19,/dataset-00000132,4,4,201704
dataset-00000133,2017年,04月,1,2017/04/19,/dataset-00000133,6,5,201704
dataset-00000133,2017年,04月,1,2017/04/19,/dataset-00000133/,1,1,201704
dataset-00000134,2017年,04月,1,2017/04/19,/dataset-00000134,3,3,201704
dataset-00000135,2017年,04月,1,2017/04/19,/dataset-00000135,3,3,201704
dataset-00000136,2017年,04月,1,2017/04/19,/dataset-00000136,7,6,201704
dataset-00000136,2017年,04月,1,2017/04/19,/dataset-00000136/,1,1,201704
dataset-00000137,2017年,04月,1,2017/04/19,/dataset-00000137,5,5,201704
dataset-00000138,2017年,04月,1,2017/04/19,/dataset-00000138,6,6,201704
dataset-00000139,2017年,04月,1,2017/04/19,/dataset-00000139,3,3,201704
dataset-00000140,2017年,04月,1,2017/04/19,/dataset-00000140,5,4,201704
dataset-00000140,2017年,04月,1,2017/04/19,/dataset-00000140/,1,1,201704
dataset-00000141,2017年,04月,1,2017/04/19,/dataset-00000141,12,9,201704
dataset-00000141,2017年,04月,1,2017/04/19,/dataset-00000141/,9,6,201704
dataset-00000142,2017年,04月,1,2017/04/19,/dataset-00000142,6,6,201704
dataset-00000143,2017年,04月,1,2017/04/19,/dataset-00000143,4,4,201704
dataset-00000144,2017年,04月,1,2017/04/19,/dataset-00000144,5,5,201704
dataset-00000144,2017年,04月,1,2017/04/19,/dataset-00000144/,4,4,201704
dataset-00000145,2017年,04月,1,2017/04/19,/dataset-00000145,3,3,201704
ea98c354-262b-4cff-a061-477b74f43bcc?
2000
organization=org_0090&page=2,2017年,04月,1,2017/04/19,/ea98c354-262b-4cff-a061-477b74f43bcc?organization=org_0090&page=2,1,1,201704
ea98c354-262b-4cff-a061-477b74f43bcc?tags=統計,2017年,04月,1,2017/04/19,/ea98c354-262b-4cff-a061-477b74f43bcc?tags=統計,1,1,201704
gr_0010,2017年,04月,1,2017/04/19,/gr_0010,10,4,201704
gr_0020,2017年,04月,1,2017/04/19,/gr_0020,8,5,201704
gr_0020?page=2,2017年,04月,1,2017/04/19,/gr_0020?page=2,1,1,201704
gr_0020?page=3,2017年,04月,1,2017/04/19,/gr_0020?page=3,1,1,201704
gr_0030,2017年,04月,1,2017/04/19,/gr_0030,5,4,201704
gr_0040,2017年,04月,1,2017/04/19,/gr_0040,6,5,201704
gr_0040?page=2,2017年,04月,1,2017/04/19,/gr_0040?page=2,1,1,201704
gr_0040?page=3,2017年,04月,1,2017/04/19,/gr_0040?page=3,4,2,201704
gr_0050,2017年,04月,1,2017/04/19,/gr_0050,5,3,201704
gr_0060,2017年,04月,1,2017/04/19,/gr_0060,1,1,201704
gr_0070,2017年,04月,1,2017/04/19,/gr_0070,1,1,201704
gr_0080,2017年,04月,1,2017/04/19,/gr_0080,6,2,201704
http-www-city-kobe-lg-jp-ward-kuyakusho-higashinada-oshirase-kouhoushi,2017年,04月,1,2017/04/19,/http-www-city-kobe-lg-jp-ward-kuyakusho-higashinada-oshirase-kouhoushi,3,3,201704
kurashi,2017年,04月,1,2017/04/19,/kurashi/,2,1,201704
org_0270,2017年,04月,1,2017/04/19,/org_0270,2,1,201704
QX0chyRn6y07gZwT,2017年,04月,1,2017/04/19,/QX0chyRn6y07gZwT,1,1,201704
resource,2017年,04月,1,2017/04/19,/resource/,1,1,201704
Savo0k9wUI9fpUoP,2017年,04月,1,2017/04/19,/Savo0k9wUI9fpUoP,1,1,201704
sJ4b8z9dT4MYv374,2017年,04月,1,2017/04/19,/sJ4b8z9dT4MYv374,1,1,201704
YFp1U6czxu9hTcLZ,2017年,04月,1,2017/04/19,/YFp1U6czxu9hTcLZ,1,1,201704
?s[area_id]=130,2017年,04月,1,2017/04/20,/?s[area_id]=130,1,1,201704
activity,2017年,04月,1,2017/04/20,/activity/,1,1,201704
dataset-00000006,2017年,04月,1,2017/04/20,/dataset-00000006,1,1,201704
dataset-00000011,2017年,04月,1,2017/04/20,/dataset-00000011/,2,2,201704
dataset-00000059,2017年,04月,1,2017/04/20,/dataset-00000059,1,1,201704
dataset-00000102,2017年,04月,1,2017/04/20,/dataset-00000102,2,1,201704
dataset-00000102,2017年,04月,1,2017/04/20,/dataset-00000102/,1,1,201704
dataset-00000132,2017年,04月,1,2017/04/20,/dataset-00000132,1,1,201704
dataset-00000136,2017年,04月,1,2017/04/20,/dataset-00000136,1,1,201704
dataset-00000136,2017年,04月,1,2017/04/20,/dataset-00000136/,1,1,201704
dataset-00000141,2017年,04月,1,2017/04/20,/dataset-00000141,4,3,201704
dataset-00000141,2017年,04月,1,2017/04/20,/dataset-00000141/,2,2,201704
ea98c354-262b-4cff-a061-477b74f43bcc?organization=org_0070,2017年,04月,1,2017/04/20,/ea98c354-262b-4cff-a061-477b74f43bcc?organization=org_0070,1,1,201704
gr_0010,2017年,04月,1,2017/04/20,/gr_0010,3,3,201704
gr_0020,2017年,04月,1,2017/04/20,/gr_0020,5,3,201704
gr_0030,2017年,04月,1,2017/04/20,/gr_0030,1,1,201704
gr_0040,2017年,04月,1,2017/04/20,/gr_0040,5,3,201704
gr_0050,2017年,04月,1,2017/04/20,/gr_0050,4,3,201704
gr_0060,2017年,04月,1,2017/04/20,/gr_0060,1,1,201704
gr_0070,2017年,04月,1,2017/04/20,/gr_0070,2,2,201704
groups,2017年,04月,1,2017/04/20,/groups/,1,1,201704
28,2017年,04月,1,2017/04/21,/28,4,2,201704
28,2017年,04月,1,2017/04/21,/28/,4,4,201704
65zJMLwzouqMMaVL,2017年,04月,1,2017/04/21,/65zJMLwzouqMMaVL,1,1,201704
b18a8508-9e22-4355-9d36-d8c4d94b7df9?organization=org_0060,2017年,04月,1,2017/04/21,/b18a8508-9e22-4355-9d36-d8c4d94b7df9?organization=org_0060,1,1,201704
b18a8508-9e22-4355-9d36-d8c4d94b7df9?organization=org_0100,2017年,04月,1,2017/04/21,/b18a8508-9e22-4355-9d36-d8c4d94b7df9?organization=org_0100,1,1,201704
b18a8508-9e22-4355-9d36-d8c4d94b7df9?q=&organization=org_0060&sort=title_string+desc,2017年,04月,1,2017/04/21,/b18a8508-9e22-4355-9d36-d8c4d94b7df9?q=&organization=org_0060&sort=title_string+desc,1,1,201704
b18a8508-9e22-4355-9d36-d8c4d94b7df9?q=&organization=org_0060&sort=title_string+desc&page=1,2017年,04月,1,2017/04/21,/b18a8508-9e22-4355-9d36-d8c4d94b7df9?q=&organization=org_0060&sort=title_string+desc&page=1,1,1,201704
b18a8508-9e22-4355-9d36-d8c4d94b7df9?q=&organization=org_0060&sort=title_string+desc&page=2,2017年,04月,1,2017/04/21,/b18a8508-9e22-4355-9d36-d8c4d94b7df9?q=&organization=org_0060&sort=title_string+desc&page=2,1,1,201704
dataset-00000006,2017年,04月,1,2017/04/21,/dataset-00000006,1,1,201704
dataset-00000007,2017年,04月,1,2017/04/21,/dataset-00000007,2,1,201704
dataset-00000007,2017年,04月,1,2017/04/21,/dataset-00000007/,4,2,201704
dataset-00000021,2017年,04月,1,2017/04/21,/dataset-00000021,4,1,201704
dataset-00000021,2017年,04月,1,2017/04/21,/dataset-00000021/,4,2,201704
dataset-00000045,2017年,04月,1,2017/04/21,/dataset-00000045,2,1,201704
dataset-00000045,2017年,04月,1,2017/04/21,/dataset-00000045/,2,2,201704
dataset-00000060,2017年,04月,1,2017/04/21,/dataset-00000060,1,1,201704
dataset-00000060,2017年,04月,1,2017/04/21,/dataset-00000060/,1,1,201704
dataset-00000080,2017年,04月,1,2017/04/21,/dataset-00000080,3,2,201704
dataset-00000080,2017年,04月,1,2017/04/21,/dataset-00000080/,2,1,201704
dataset-00000103,2017年,04月,1,2017/04/21,/dataset-00000103,3,1,201704
dataset-00000103,2017年,04月,1,2017/04/21,/dataset-00000103/,3,3,201704
dataset-00000105,2017年,04月,1,2017/04/21,/dataset-00000105,4,2,201704
dataset-00000105,2017年,04月,1,2017/04/21,/dataset-00000105/,3,2,201704
dataset-00000107,2017年,04月,1,2017/04/21,/dataset-00000107,1,1,201704
dataset-00000108,2017年,04月,1,2017/04/21,/dataset-00000108/,2,2,201704
dataset-00000137,2017年,04月,1,2017/04/21,/dataset-00000137,2,1,201704
dataset-00000137,2017年,04月,1,2017/04/21,/dataset-00000137/,1,1,201704
dataset-00000141,2017年,04月,1,2017/04/21,/dataset-00000141,2,1,201704
dataset-00000141,2017年,04月,1,2017/04/21,/dataset-00000141/,6,2,201704
dataset-00000142,2017年,04月,1,2017/04/21,/dataset-00000142,1,1,201704
dataset-00000145,2017年,04月,1,2017/04/21,/dataset-00000145,1,1,201704
gr_0010,2017年,04月,1,2017/04/21,/gr_0010,4,3,201704
gr_0020,2017年,04月,1,2017/04/21,/gr_0020,10,4,201704
gr_0020?page=2,2017年,04月,1,2017/04/21,/gr_0020?page=2,4,2,201704
gr_0020?page=3,2017年,04月,1,2017/04/21,/gr_0020?page=3,5,2,201704
gr_0030,2017年,04月,1,2017/04/21,/gr_0030,4,4,201704
