number,name,zipcode,area,location,lat,lng,category,note
150,ジョイ垂水,655-0028,垂水区,神戸市垂水区宮本町1-28,34.627875,135.053702,福祉施設,24時間利用可
151,生活共同組合コープ神戸 コープ桃山台店,655-0854,垂水区,神戸市垂水区桃山台3丁目23-3,34.657137,135.081078,商業施設,対応不可
153,神戸市立自立援助ホームこどもの家,655-0006,垂水区,神戸市垂水区本多聞7丁目2-3,34.651427,135.044011,福祉施設,24時間利用可
154,グループホーム ハッピージョイ,655-0854,垂水区,神戸市垂水区桃山台7丁目5-10,34.661981,135.079421,福祉施設,24時間利用可
155,特別養護老人ホーム 本多聞ケアホーム,655-0006,垂水区,神戸市垂水区本多聞7丁目2-2,34.651694,135.043105,福祉施設,24時間利用可
156,社会福祉法人みかり会 花の森保育園,655-0852,垂水区,神戸市垂水区名谷町1941番1,34.664816,135.070322,学校・園・児童館,対応不可
157,社会福祉法人みかり会 上高丸保育園,655-0016,垂水区,神戸市垂水区高丸8丁目15-12,34.642908,135.057628,学校・園・児童館,対応不可
158,社会福祉法人みかり会 心の森保育園,655-0031,垂水区,神戸市垂水区清水が丘3丁目1-16,34.650535,135.035226,学校・園・児童館,対応不可
159,社会福祉法人みかり会 多夢の森保育園,655-0043,垂水区,神戸市垂水区南多聞台4丁目4-50,34.652004,135.034688,学校・園・児童館,対応不可
160,兵庫県警垂水警察署,655-0006,垂水区,神戸市垂水区本多聞3丁目12-1,34.660962,135.053404,官公庁,24時間利用可
161,兵庫県警垂水警察 垂水駅前交番,655-0028,垂水区,神戸市垂水区宮本町1,34.628114,135.053716,官公庁,24時間利用可
162,神鋼ケアライフ(株) ドマーニ神戸,655-0006,垂水区,神戸市垂水区本多聞3-1-37,34.659483,135.052681,福祉施設,24時間利用可
163,イオン垂水店,655-0029,垂水区,神戸市垂水区天ノ下町1-1,34.630121,135.052386,商業施設,対応不可
164,イオンジェームス山店,655-0873,垂水区,神戸市垂水区青山台7丁目7-1,34.646236,135.07607,商業施設,
165,特別養護老人ホーム 塩屋さくら苑,655-0872,垂水区,神戸市垂水区塩屋町4丁目25-11,34.636715,135.080417,福祉施設,24時間利用可
2,神戸市営地下鉄 西神中央駅,651-2273,西区,神戸市西区糀台5丁目,34.719472,135.017614,公共交通機関,対応不可
3,神戸市立西体育館,651-2276,西区,神戸市西区春日台5丁目436番地,34.702879,134.989172,体育施設・スポーツクラブ,対応不可
4,神戸市外国語大学,651-2102,西区,神戸市西区学園東町9丁目1,34.680416,135.060047,学校・園・児童館,対応不可
5,西神イトマンスイミングスクール西神校,651-2273,西区,神戸市西区糀台5丁目2-1,34.718782,135.019508,体育施設・スポーツクラブ,対応不可
6,イトマンスイミングスクール西神戸校,651-2111,西区,神戸市西区池上3丁目3-3,34.672081,135.02399,体育施設・スポーツクラブ,対応不可
7,神戸YMCA ウェルネスセンター学園都市,651-2102,西区,神戸市西区学園東町2丁目1-3,34.683949,135.059116,体育施設・スポーツクラブ,対応不可
8,生活協同組合コープこうべ コープデイズ西神南,651-2242,西区,神戸市西区井吹台東町1丁目1番3号,34.700032,135.030703,商業施設,対応不可
9,西区役所,651-2144,西区,神戸市西区玉津町小山字川端180番地の3,34.683358,134.981828,官公庁,24時間利用可
10,山西集荷場,651-2331,西区,神戸市西区神出町広谷623-43,34.758551,134.982142,会社・事業所,対応不可
11,西区民センター,651-2273,西区,神戸市西区糀台5丁目6番地の1,34.717609,135.018923,集会場・ホール,対応不可
12,ゆうこう内科クリニック,651-2121,西区,神戸市西区水谷2丁目20-3,34.67902,134.996356,医療関連施設,対応不可
13,神戸市営地下鉄 西神南駅,651-2242,西区,神戸市西区井吹台東町1丁目,34.699367,135.030289,公共交通機関,対応不可
14,神戸市営地下鉄 伊川谷駅,651-2109,西区,神戸市西区前開南町1丁目,34.687814,135.041495,公共交通機関,対応不可
15,神戸市営地下鉄 学園都市駅,651-2103,西区,神戸市西区学園西町1丁目,34.681474,135.057102,公共交通機関,対応不可
16,(株)神戸ニュータウン開発センター プレンティ1番館,651-2273,西区,神戸市西区糀台5丁目2-3,34.719451,135.020168,商業施設,対応不可
17,西区役所西神中央出張所,651-2273,西区,神戸市西区糀台5丁目6-1,34.717615,135.018923,官公庁,対応不可
18,神戸市立 西図書館,651-2273,西区,神戸市西区糀台5丁目6-1,34.717616,135.018926,公園・文教施設,対応不可
19,兵庫県立大学,651-2103,西区,神戸市西区学園西町8丁目2番1号,34.677479,135.051396,学校・園・児童館,対応不可
20,神戸市立伊川谷小学校,651-2117,西区,神戸市西区北別府3-3-1,34.671926,135.012649,学校・園・児童館,対応不可
21,神戸市立伊川谷中学校,651-2105,西区,神戸市西区伊川谷町上脇字鬼神山1005-2,34.677412,135.019602,学校・園・児童館,対応不可
22,神戸市立井吹台中学校,651-2243,西区,神戸市西区井吹台西町2-3,34.696486,135.031144,学校・園・児童館,対応不可
23,神戸市立井吹西小学校,651-2243,西区,神戸市西区井吹台西町4丁目3番地,34.693009,135.023384,学校・園・児童館,対応不可
24,神戸市立井吹東小学校,651-2242,西区,神戸市西区井吹台東町5-32,34.703738,135.038612,学校・園・児童館,対応不可
25,神戸市立岩岡中学校,651-2404,西区,神戸市西区岩岡町古郷249-1,34.716002,134.94384,学校・園・児童館,対応不可
26,神戸市立王塚台中学校,651-2135,西区,神戸市西区王塚台4-58,34.674705,134.974094,学校・園・児童館,対応不可
27,神戸市立押部谷中学校,651-2212,西区,神戸市西区押部谷町押部字吉谷722,34.757373,135.044638,学校・園・児童館,対応不可
28,神戸市立春日台小学校,651-2276,西区,神戸市西区春日台4-1,34.708595,134.995997,学校・園・児童館,対応不可
29,神戸市立神出小学校,651-2313,西区,神戸市西区神出町田井444,34.747112,134.988039,学校・園・児童館,対応不可
30,神戸市立神出中学校,651-2311,西区,神戸市西区神出町東1167,34.754685,134.995482,学校・園・児童館,対応不可
31,神戸市立工業高等専門学校,651-2102,西区,神戸市西区学園東町8-3,34.677688,135.068343,学校・園・児童館,対応不可
32,神戸市立糀台小学校,651-2273,西区,神戸市西区糀台3-32-1,34.719451,135.023836,学校・園・児童館,対応不可
34,神戸市立桜が丘中学校,651-2225,西区,神戸市西区桜が丘東町2-11-1,34.749094,135.060865,学校・園・児童館,対応不可
35,神戸市立西神中学校,651-2274,西区,神戸市西区竹の台5-21,34.713647,135.009969,学校・園・児童館,対応不可
36,神戸市立太山寺中学校,651-2102,西区,神戸市西区学園東町2-2,34.68491,135.061106,学校・園・児童館,対応不可
37,神戸市立竹の台小学校,651-2274,西区,神戸市西区竹の台2-10-2,34.712349,135.013337,学校・園・児童館,対応不可
38,神戸市立玉津中学校,651-2128,西区,神戸市西区玉津町今津万願寺364,34.679243,134.993296,学校・園・児童館,対応不可
39,神戸市立長坂中学校,651-2104,西区,神戸市西区伊川谷町長坂841-1,34.670429,135.037802,学校・園・児童館,対応不可
40,神戸市立櫨谷中学校,651-2273,西区,神戸市西区糀台1-2,34.717181,135.028947,学校・園・児童館,対応不可
41,神戸市立平野中学校,651-2276,西区,神戸市西区春日台2-20,34.709618,134.998487,学校・園・児童館,対応不可
42,神戸市看護大学,651-2103,西区,神戸市西区学園西町3丁目4,34.686487,135.052936,学校・園・児童館,対応不可
43,兵庫六甲農業協同組合 西神文化センター,651-2124,西区,神戸市西区伊川谷町潤和1058番,34.665166,134.998072,集会場・ホール,対応不可
44,兵庫六甲農業協同組合 岩岡支店,651-2401,西区,神戸市西区岩岡町岩岡994番1号,34.720138,134.945632,商業施設,対応不可
45,兵庫六甲農業協同組合 玉津支店,651-2128,西区,神戸市西区玉津町今津109番,34.673124,134.985833,商業施設,対応不可
46,兵庫六甲農業協同組合 神出支店,651-2313,西区,神戸市西区神出町田井459-1,34.747774,134.988051,商業施設,対応不可
47,兵庫六甲農業協同組合 伊川谷支店,651-2111,西区,神戸市西区池上4-4-1,34.67461,135.02779,商業施設,対応不可
48,兵庫六甲農業協同組合 農協市場館六甲のめぐみ,651-2204,西区,神戸市西区押部谷町高和字性海寺山1557-1,34.732197,135.033918,商業施設,対応不可
49,西神戸ゴルフ場,651-2223,西区,神戸市西区押部谷町木見975‐1,34.717751,135.080641,体育施設・スポーツクラブ,対応不可
50,特別養護老人ホーム 岩岡の郷,651-2401,西区,神戸市西区岩岡町岩岡656番地の2,34.717083,134.946685,福祉施設,対応不可
51,社会福祉法人樅の木福祉会ゼノの村,651-2312,西区,神戸市西区神出町南619番地,34.740088,134.997356,福祉施設,24時間利用可
52,江崎グリコ(株)グリコピア神戸,651-2271,西区,神戸市西区高塚台7丁目1番,34.73719,135.021104,会社・事業所,対応不可
53,神戸学院大学,651-2113,西区,神戸市西区伊川谷町有瀬518,34.664819,135.028347,学校・園・児童館,対応不可
54,(株)神戸ニュータウン開発センター セリオ,651-2242,西区,神戸市西区井吹台東町1丁目1番,34.700032,135.030699,商業施設,対応不可
55,(株)神戸ニュータウン開発センター キャンパススクエア,651-2103,西区,神戸市西区学園西町1丁目4番,34.683052,135.057757,商業施設,対応不可
56,YMCA保育園,651-2103,西区,神戸市西区学園西町5丁目4,34.683534,135.05562,学校・園・児童館,対応不可
57,社会福祉法人樅の木福祉会あさぎりの里,651-2312,西区,神戸市西区神出町南619,34.738897,134.998157,福祉施設,24時間利用可
58,西神戸YMCA幼稚園,651-2243,西区,神戸市西区井吹台西町4丁目5番,34.692588,135.021478,学校・園・児童館,対応不可
59,神戸市立東町小学校,651-2102,西区,神戸市西区学園東町5丁目5番地,34.684632,135.064523,学校・園・児童館,対応不可
60,神戸市立小寺小学校,651-2103,西区,神戸市西区学園西町5丁目5番地,34.683512,135.054154,学校・園・児童館,対応不可
61,神戸市立長坂小学校,651-2104,西区,神戸市西区伊川谷町長坂字重塚910番地の1,34.669117,135.037213,学校・園・児童館,対応不可
62,神戸市立有瀬小学校,651-2113,西区,神戸市西区伊川谷町有瀬字金井場1137-1,34.664237,135.01896,学校・園・児童館,対応不可
63,神戸市立太山寺小学校,651-2108,西区,神戸市西区伊川谷町前開860,34.696079,135.05568,学校・園・児童館,対応不可
64,神戸市立櫨谷小学校,651-2234,西区,神戸市西区櫨谷町池谷字山の谷203番地の2,34.710111,135.025471,学校・園・児童館,対応不可
65,神戸市立狩場台小学校,651-2272,西区,神戸市西区狩場台3丁目6番地の1,34.722363,135.03312,学校・園・児童館,対応不可
66,神戸市立樫野台小学校,651-2275,西区,神戸市西区樫野台3丁目3番地の1,34.706273,135.002961,学校・園・児童館,対応不可
67,神戸市立木津小学校,651-2225,西区,神戸市西区桜ヶ丘東町5丁目149番地の31,34.742883,135.065023,学校・園・児童館,対応不可
68,神戸市立桜が丘小学校,651-2226,西区,神戸市西区桜ヶ丘中町3丁目3番地の2,34.744909,135.058904,学校・園・児童館,対応不可
69,神戸市立押部谷小学校,651-2213,西区,神戸市西区押部谷町福住字四十代552-3,34.75508,135.037652,学校・園・児童館,対応不可
70,神戸市立月が丘小学校,651-2217,西区,神戸市西区月が丘7丁目2番地,34.759046,135.049712,学校・園・児童館,対応不可
71,神戸市立北山小学校,651-2215,西区,神戸市西区北山台3丁目26番1号,34.762283,135.031962,学校・園・児童館,対応不可
72,神戸市立高和小学校,651-2204,西区,神戸市西区押部谷町高和字溝田565,34.740761,135.013103,学校・園・児童館,対応不可
73,神戸市立高津橋小学校,651-2122,西区,神戸市西区玉津町高津橋字池ノ内640番の1,34.669661,134.995295,学校・園・児童館,対応不可
74,神戸市立玉津第一小学校,651-2144,西区,神戸市西区小山1丁目4番1号,34.684571,134.988203,学校・園・児童館,対応不可
75,神戸市立枝吉小学校,651-2133,西区,神戸市西区枝吉2丁目95番地,34.664709,134.978107,学校・園・児童館,対応不可
76,神戸市立出合小学校,651-2136,西区,神戸市西区中野1丁目22-1,34.676664,134.972916,学校・園・児童館,対応不可
77,神戸市立美賀多台小学校,651-2277,西区,神戸市西区美賀多台6丁目1番地,34.719857,135.005541,学校・園・児童館,対応不可
78,神戸市立平野小学校,651-2265,西区,神戸市西区平野町宮前301番地,34.705724,134.982204,学校・園・児童館,対応不可
79,神戸市立岩岡小学校,651-2404,西区,神戸市西区岩岡町古郷267,34.71817,134.943849,学校・園・児童館,対応不可
80,神戸信用金庫 西神ニュータウン支店,651-2273,西区,神戸市西区糀台5丁目6-1,34.718983,135.018439,商業施設,対応不可
81,播州信用金庫 西神南支店,651-2243,西区,神戸市西区井吹台西町1丁目1-3,34.698225,135.029416,商業施設,対応不可
82,播州信用金庫 大久保支店,651-2411,西区,神戸市西区上新地1丁目2-3,34.712135,134.941991,商業施設,対応不可
83,木下内科クリニック,651-2113,西区,神戸市西区伊川谷町有瀬308-1,34.668027,135.034051,医療関連施設,対応不可
84,中嶋石油株式会社セルフ岩岡S.S.,651-2404,西区,神戸市西区岩岡町古郷2602-1,34.711669,134.91424,商業施設,24時間利用可
85,三井住友銀行 神戸学園都市出張所,651-2103,西区,神戸市西区学園西町1丁目13番,34.681478,135.057876,商業施設,対応不可
86,三井住友銀行 西神中央支店,651-2273,西区,神戸市西区糀台5丁目10-2,34.719841,135.016715,商業施設,対応不可
87,神戸製綱所 技術開発本部,651-2271,西区,神戸市西区高塚台1丁目5-5,34.733104,135.028295,会社・事業所,対応不可
88,学校法人 甲南学園 合宿所,651-2302,西区,神戸市西区神出町古神字浦山48,34.767581,135.006805,学校・園・児童館,対応不可
89,コニカミノルタ(株)神戸サイト,651-2271,西区,神戸市西区高塚台1丁目5-3,34.73347,135.026318,会社・事業所,対応不可
90,コニカミノルタ(株)西神サイト,651-2271,西区,神戸市西区高塚台4丁目4-1,34.724981,135.021719,会社・事業所,対応不可
91,老人保健施設 ハーベスピア,651-2113,西区,神戸市西区伊川谷町有瀬1432-1,34.662766,135.012817,福祉施設,対応不可
93,兵庫ヤクルト販売株式会社,651-2122,西区,神戸市西区玉津町高津橋137番地の1,34.66799,134.992468,会社・事業所,対応不可
94,(株)クリムゾンフットボールクラブ(ヴィッセル神戸クラブハウス),651-2231,西区,神戸市西区櫨谷町寺谷1242‐111,34.707243,135.053077,体育施設・スポーツクラブ,対応不可
95,住電半導体材料株式会社,651-2271,西区,神戸市西区高塚台1丁目9-2,34.731103,135.032715,会社・事業所,対応不可
96,みなと銀行 伊川谷支店,651-2111,西区,神戸市西区池上2丁目22-6,34.671549,135.025074,商業施設,対応不可
97,みなと銀行 西神中央支店,651-2273,西区,神戸市西区糀台5丁目10-2,34.719741,135.016569,商業施設,対応不可
98,みなと銀行 岩岡支店,651-2412,西区,神戸市西区竜が岡1丁目3-4,34.709443,134.938937,商業施設,対応不可
100,神戸信用金庫 玉津支店,651-2135,西区,神戸市西区王塚台7-85,34.673402,134.981408,商業施設,対応不可
101,神戸信用金庫 学園都市支店,651-2103,西区,神戸市西区学園西町1-13,34.681479,135.057106,商業施設,対応不可
102,兵庫六甲農業共同組合 神戸西営農総合センター,651-2266,西区,神戸市西区平野町印路660-1,34.713729,134.971483,会社・事業所,対応不可
103,兵庫六甲農業共同組合 池上支店,651-2111,西区,神戸市西区池上3丁目3-2,34.672162,135.024323,商業施設,対応不可
104,兵庫六甲農業共同組合 押部支店,651-2202,西区,神戸市西区押部谷町西盛323-2,34.753677,135.03319,商業施設,対応不可
105,兵庫六甲農業共同組合 櫨谷支店,651-2235,西区,神戸市西区櫨谷町長谷68-1,34.707189,135.020009,商業施設,対応不可
106,兵庫六甲農業共同組合 平野支店,651-2251,西区,神戸市西区平野町下村325,34.704238,134.982411,商業施設,対応不可
107,兵庫県立神戸高等技術専門学院,651-2102,西区,神戸市西区学園東町5丁目2,34.68291,135.066269,学校・園・児童館,対応不可
108,(社)兵庫みどり公社 兵庫楽農生活センター,651-2304,西区,神戸市西区神出町小束野30-17,34.758873,134.99332,会社・事業所,対応不可
109,さわらび学園 第1寮,651-2312,西区,神戸市西区神出町南619番地,34.740032,134.996765,福祉施設,24時間利用可
110,さわらび学園 第2寮,651-2312,西区,神戸市西区神出町南619番地,34.739729,134.997401,福祉施設,24時間利用可
111,さわらび学園児童デイサービスセンター あのね,651-2312,西区,神戸市西区神出町南619番地,34.73966,134.997409,福祉施設,対応不可
112,滝川第二中・高等学校,651-2276,西区,神戸市西区春日台6丁目23番,34.705602,134.988507,学校・園・児童館,対応不可
113,特別養護老人ホーム 永栄園,651-2104,西区,神戸市西区伊川谷町長坂800,34.672116,135.033666,福祉施設,対応不可
114,特別養護老人ホーム 万寿の家,651-2134,西区,神戸市西区曙町1070,34.672125,134.975589,福祉施設,24時間利用可
115,特別養護老人ホーム サンビラこうべ,651-2321,西区,神戸市西区神出町宝勢774番地39,34.728982,134.972579,福祉施設,24時間利用可
116,イズミヤ株式会社 西神戸店,651-2412,西区,神戸市西区竜が岡1丁目21番地1,34.71075,134.940086,商業施設,対応不可
117,イズミヤ株式会社 神戸玉津店,651-2132,西区,神戸市西区森友3丁目7-3,34.663469,134.983031,商業施設,対応不可
118,兵庫県立伊川谷高等学校,651-2104,西区,神戸市西区伊川谷町長坂910-5,34.670243,135.035878,学校・園・児童館,対応不可
119,流通科学大学 講義棟I,651-2103,西区,神戸市西区学園西町3丁目1番,34.686955,135.05759,学校・園・児童館,対応不可
120,流通科学大学 本部棟,651-2103,西区,神戸市西区学園西町3丁目1番,34.686068,135.057998,学校・園・児童館,24時間利用可
121,流通科学大学 アスレチック棟,651-2103,西区,神戸市西区学園西町3丁目1番,34.687735,135.057742,学校・園・児童館,対応不可
122,流通科学大学 第2クラブハウス,651-2103,西区,神戸市西区学園西町3丁目1番,34.687923,135.055488,学校・園・児童館,対応不可
123,特別養護老人ホーム 透鹿園,651-2263,西区,神戸市西区平野町常本309-5,34.720982,134.984019,福祉施設,24時間利用可
124,兵庫県立伊川谷北高等学校,651-2103,西区,神戸市西区学園西町6丁目1番,34.680883,135.048004,学校・園・児童館,対応不可
125,神戸芸術工科大学,651-2103,西区,神戸市西区学園西町8丁目1-1,34.677631,135.057796,学校・園・児童館,対応不可
126,兵庫県立神戸高塚高等学校,651-2277,西区,神戸市西区美賀多台9丁目1番,34.724229,135.00941,学校・園・児童館,対応不可
127,国立障害者リハビリテーションセンター自立支援局神戸視力障害センター,651-2134,西区,神戸市西区曙町1070,34.669466,134.979211,福祉施設,対応不可
128,富士電機株式会社神戸工場,651-2271,西区,神戸市西区高塚台4丁目1番地の1,34.727574,135.02866,会社・事業所,対応不可
129,総合リハビリテーションセンター 県立障害者スポーツ交流館,651-2134,西区,神戸市西区曙町1070,34.672106,134.976422,体育施設・スポーツクラブ,対応不可
130,総合リハビリテーションセンター 自立生活訓練センター,651-2134,西区,神戸市西区曙町1070,34.670757,134.978688,福祉施設,対応不可
131,シーシーアイ株式会社,651-2271,西区,神戸市西区高塚台6丁目2-2,34.731624,135.017676,会社・事業所,対応不可
132,リハビリテーション中央病院,651-2134,西区,神戸市西区曙町1070,34.670808,134.97671,医療関連施設,対応不可
133,総合リハビリテーションセンター のぞみの家,651-2134,西区,神戸市西区曙町1070,34.671565,134.976067,福祉施設,24時間利用可
134,総合リハビリテーションセンター あけぼのの家,651-2134,西区,神戸市西区曙町1070,34.670555,134.977542,福祉施設,対応不可
135,神戸市環境局西事業所,651-2253,西区,神戸市西区平野町向井字祇園尾100,34.701387,134.983938,官公庁,対応不可
136,神戸市環境局西クリーンセンター,651-2106,西区,神戸市西区伊川谷町井吹74,34.682487,135.020573,官公庁,対応不可
137,神戸市環境局布施畑環境センター,651-2101,西区,神戸市西区伊川谷町布施畑1172-2,34.715619,135.082845,官公庁,対応不可
138,神戸市環境局布施畑環境センター(破砕施設),651-2101,西区,神戸市西区伊川谷町布施畑1172-2,34.713527,135.082324,官公庁,対応不可
139,学園西町地域福祉センター,651-2103,西区,神戸市西区学園西町5丁目2-3,34.682931,135.055473,小集会場・公民館・地域福祉センター,対応不可
140,西神看護専門学校,651-2301,西区,神戸市西区神出町勝成78番地53号,34.77311,134.993336,学校・園・児童館,対応不可
141,神出自然教育園,651-2313,西区,神戸市西区神出町田井字岡,34.743321,134.982858,公園・文教施設,対応不可
142,介護老人保健施設たちばな苑,651-2301,西区,神戸市西区神出町勝成78番地53号,34.77341,134.992315,福祉施設,24時間利用可
144,株式会社 あかつき,651-2113,西区,神戸市西区伊川谷町有瀬27,34.669251,135.035786,会社・事業所,24時間利用可
145,介護老人保健福祉施設 風と緑,651-2113,西区,神戸市西区伊川谷町有瀬317番地2号,34.668898,135.032458,福祉施設,24時間利用可
146,特別養護老人ホーム 花園ホーム,651-2255,西区,神戸市西区平野町慶明字花岡77,34.691161,134.989773,福祉施設,24時間利用可
147,神戸市埋蔵文化財センター,651-2273,西区,神戸市西区糀台6丁目 西神中央公園内,34.715027,135.018049,官公庁,対応不可
148,神戸市立玉津南公民館,651-2126,西区,神戸市西区玉津町上池314番地,34.660141,134.990919,小集会場・公民館・地域福祉センター,対応不可
149,兵庫県立のじぎく特別支援学校,651-2215,西区,神戸市西区北山台2丁目566番地134号,34.765959,135.032683,学校・園・児童館,対応不可
150,神戸市資源リサイクルセンター,651-2228,西区,神戸市西区見津が丘1丁目9,34.740741,135.087742,会社・事業所,対応不可
151,神戸ワイナリー農業公園,651-2204,西区,神戸市西区押部谷町高和1557番地1号,34.732177,135.040688,公園・文教施設,対応不可
153,兵庫県立神出学園,651-2304,西区,神戸市西区神出町小束野30,34.759415,134.993416,学校・園・児童館,対応不可
154,オーク・スクエア西神中央団地管理組合,651-2275,西区,神戸市西区樫野台5丁目3番地,34.709366,135.001383,集合住宅,24時間利用可
155,特別養護老人ホーム 萬寿園,651-2304,西区,神戸市西区神出町小束野58番地の92,34.772379,134.987971,福祉施設,24時間利用可
156,ラ・フォルテ西神中央 管理棟,651-2274,西区,神戸市西区竹の台6丁目6番地,34.718307,135.014937,集合住宅,24時間利用可
157,ラ・フォルテ西神中央 1番館,651-2274,西区,神戸市西区竹の台6丁目6番地,34.71792,135.015024,集合住宅,24時間利用可
158,ラ・フォルテ西神中央 2番館,651-2274,西区,神戸市西区竹の台6丁目6番地,34.717067,135.014925,集合住宅,24時間利用可
159,ラ・フォルテ西神中央 3番館,651-2274,西区,神戸市西区竹の台6丁目6番地,34.716777,135.014372,集合住宅,24時間利用可
160,ラ・フォルテ西神中央 4番館,651-2274,西区,神戸市西区竹の台6丁目6番地,34.717305,135.013978,集合住宅,24時間利用可
161,ラ・フォルテ西神中央 5番館,651-2274,西区,神戸市西区竹の台6丁目6番地,34.717873,135.013913,集合住宅,24時間利用可
162,ラ・フォルテ西神中央 6番館,651-2274,西区,神戸市西区竹の台6丁目6番地,34.717806,135.014599,集合住宅,24時間利用可
163,社会福祉法人 あゆみの会 あゆみの里,651-2321,西区,神戸市西区神出町宝勢858-1,34.727915,134.972948,福祉施設,24時間利用可
164,神出地域福祉センター,651-2313,西区,神戸市西区神出町田井字長原34-2,34.746238,134.990052,小集会場・公民館・地域福祉センター,対応不可
165,玉津地域福祉センター,651-2137,西区,神戸市西区玉津町出合字古瀬204-4,34.674789,134.982045,小集会場・公民館・地域福祉センター,対応不可
166,月が丘地域福祉センター,651-2217,西区,神戸市西区月が丘5丁目1-12,34.759892,135.04988,小集会場・公民館・地域福祉センター,対応不可
167,神戸市立井吹台児童館,651-2242,西区,神戸市西区井吹台東町4丁目20-7,34.703511,135.041739,学校・園・児童館,対応不可
168,桜が丘地域福祉センター,651-2225,西区,神戸市西区桜ヶ丘東町1丁目3-1,34.751296,135.058758,小集会場・公民館・地域福祉センター,対応不可
169,神戸市立玉津保育所,651-2125,西区,神戸市西区玉津町新方211-3,34.660851,134.990919,学校・園・児童館,対応不可
170,学園東地域福祉センター,651-2102,西区,神戸市西区学園東町5町目4,34.684109,135.065445,小集会場・公民館・地域福祉センター,対応不可
171,神戸市立王塚台保育所,651-2135,西区,神戸市西区王塚台5丁目115,34.673517,134.975786,学校・園・児童館,対応不可
172,神戸市立押部谷保育所,651-2216,西区,神戸市西区美穂が丘1丁目1,34.757627,135.042823,学校・園・児童館,対応不可
173,神戸市立押部谷児童館,651-2216,西区,神戸市西区美穂が丘1丁目1,34.757637,135.042417,学校・園・児童館,対応不可
174,(株)カインズホーム神戸西神南店,651-2243,西区,神戸市西区井吹台西町1丁目1番地,34.69911,135.029157,商業施設,対応不可
175,神戸市立神出児童館,651-2313,西区,神戸市西区神出町田井34-2,34.746317,134.990054,学校・園・児童館,対応不可
176,神戸市立井吹西児童館,651-2243,西区,神戸市西区井吹台西町4丁目4番地,34.692132,135.022209,学校・園・児童館,対応不可
177,神戸市立狩場台児童館,651-2272,西区,神戸市西区狩場台3丁目6-2,34.723056,135.031604,学校・園・児童館,対応不可
178,神戸市立玉津児童館,651-2126,西区,神戸市西区玉津町上池315-1,34.659875,134.99051,学校・園・児童館,対応不可
179,神戸市立櫨谷児童館,651-2234,西区,神戸市西区櫨谷町池谷字苗代ノ内440-1,34.710519,135.025682,学校・園・児童館,対応不可
180,神戸市立岩岡児童館,651-2411,西区,神戸市西区上新地2-3-6,34.713885,134.93762,学校・園・児童館,対応不可
181,神戸市立岩岡学童保育コーナー,651-2404,西区,神戸市西区岩岡町古郷267,34.717915,134.943145,学校・園・児童館,対応不可
182,神戸市立有瀬学童保育コーナー,651-2113,西区,神戸市西区伊川谷町有瀬696-12,34.663196,135.011146,学校・園・児童館,対応不可
183,神戸市立有瀬児童館,651-2113,西区,神戸市西区伊川谷町有瀬1137-8,34.665552,135.018926,学校・園・児童館,対応不可
184,神戸市立長坂学童保育コーナー,651-2104,西区,神戸市西区伊川谷町長坂字重塚910-1,34.66883,135.037117,学校・園・児童館,対応不可
185,神戸市立平野児童館,651-2265,西区,神戸市西区平野町宮前233,34.708262,134.983382,学校・園・児童館,対応不可
186,社会福祉法人平野福祉会平野保育園,651-2254,西区,神戸市西区平野町芝崎298?1,34.696204,134.98336,学校・園・児童館,対応不可
187,コニカミノルタオプト(株),651-2271,西区,神戸市西区高塚台7-3-1,34.73808,135.022865,会社・事業所,対応不可
188,社会福祉法人神港園シルビアホーム,651-2311,西区,神戸市西区神出町東1188-345,34.758051,135.018714,福祉施設,対応不可
189,社会福祉法人神港園 養護老人ホーム神港園,651-2311,西区,神戸市西区神出町東1188-345,34.757168,135.019785,福祉施設,対応不可
190,ユニタイト株式会社,651-2271,西区,神戸市西区高塚台3-1-12,34.728722,135.022322,会社・事業所,対応不可
191,神戸市立秋葉台児童館,651-2224,西区,神戸市西区秋葉台3丁目2-29,34.744787,135.067329,学校・園・児童館,対応不可
192,株式会社カネカフード,651-2271,西区,神戸市西区高塚台2-11-1,34.733682,135.024312,会社・事業所,対応不可
193,川崎重工業株式会社 精密機械カンパニー総合事務所1号館,651-2239,西区,神戸市西区櫨谷町松本234番地,34.688759,135.000731,会社・事業所,対応不可
194,川崎重工業株式会社 精密機械カンパニー総合事務所2号館,651-2239,西区,神戸市西区櫨谷町松本234番地,34.689011,135.000771,会社・事業所,対応不可
195,川崎重工業株式会社 精密機械カンパニー開発第2工場,651-2239,西区,神戸市西区櫨谷町松本234番地,34.68955,135.000586,会社・事業所,対応不可
196,川崎重工業株式会社 精密機械カンパニーサービス工場,651-2239,西区,神戸市西区櫨谷町松本234番地,34.690351,135.002206,会社・事業所,対応不可
197,川崎重工業株式会社 精密機械カンパニー装置工場,651-2239,西区,神戸市西区櫨谷町松本234番地,34.689872,135.001998,会社・事業所,対応不可
198,川崎重工業株式会社 精密機械カンパニー機器第1工場,651-2239,西区,神戸市西区櫨谷町松本234番地,34.689051,135.001947,会社・事業所,対応不可
199,川崎重工業株式会社 精密機械カンパニー機器第2工場,651-2239,西区,神戸市西区櫨谷町松本234番地,34.68802,135.001913,会社・事業所,対応不可
200,川崎重工業株式会社 精密機械カンパニー機器第3工場,651-2239,西区,神戸市西区櫨谷町松本234番地,34.686864,135.001737,会社・事業所,対応不可
